id_partida,modelo,jugador,estado,rubrica,explicacion,timestamp,execution_time,valid
9d140e58-09a3-11f0-924f-9cb6d0f8066e,cognitivecomputations/dolphin3.0-r1-mistral-24b,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Movimiento válido.,Razonamiento Estratégico: 2 - Estrategia simple.,Factualidad: 3 - Descripción correcta del tablero.,Coherencia Explicativa: 3 - Explicación lógica.,Claridad Lingüística: 3 - Lenguaje claro.,Adaptabilidad: 2 - Considera jugadas previas de forma básica.}",2025-03-25T18:05:43.539000;,63.6135348000098,1
9d140e58-09a3-11f0-924f-9cb6d0f8066e,google/gemini-2.0-flash-lite-preview-02-05,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Movimiento válido.,Razonamiento Estratégico: 2 - Estrategia simple.,Factualidad: 3 - Descripción correcta del tablero.,Coherencia Explicativa: 3 - Explicación lógica.,Claridad Lingüística: 3 - Lenguaje claro.,Adaptabilidad: 2 - Considera jugadas previas de forma básica.}",2025-03-25T18:05:48.457000;,2.101672099903226,1
9d140e58-09a3-11f0-924f-9cb6d0f8066e,cognitivecomputations/dolphin3.0-r1-mistral-24b,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Movimiento válido.,Razonamiento Estratégico: 3 - Bloqueo estratégico.,Factualidad: 3 - Descripción correcta del tablero.,Coherencia Explicativa: 3 - Explicación lógica.,Claridad Lingüística: 3 - Lenguaje claro.,Adaptabilidad: 3 - Adaptación a la jugada del oponente.}",2025-03-25T18:06:20.966000;,29.271227200049907,1
9d140e58-09a3-11f0-924f-9cb6d0f8066e,google/gemini-2.0-flash-lite-preview-02-05,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Movimiento válido.,Razonamiento Estratégico: 2 - Estrategia simple.,Factualidad: 3 - Descripción correcta del tablero.,Coherencia Explicativa: 3 - Explicación lógica.,Claridad Lingüística: 3 - Lenguaje claro.,Adaptabilidad: 2 - Considera jugadas previas de forma básica.}",2025-03-25T18:06:32.436000;,1.405159399844706,1
9d140e58-09a3-11f0-924f-9cb6d0f8066e,cognitivecomputations/dolphin3.0-r1-mistral-24b,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 2,Claridad Lingüística: 2,Adaptabilidad: 1}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Movimiento válido.,Razonamiento Estratégico: 2 - Intento de ganar,pero incorrecto.,Factualidad: 3 - Descripción correcta del tablero.,Coherencia Explicativa: 2 - Explicación poco clara.,Claridad Lingüística: 2 - Lenguaje poco claro.,Adaptabilidad: 1 - No considera que no puede ganar.}",2025-03-25T18:07:30.608000;,33.38459290005267,1
9d140e58-09a3-11f0-924f-9cb6d0f8066e,google/gemini-2.0-flash-lite-preview-02-05,o,invalido,"{Comprensión de Reglas: 1,Validez y Legalidad: 1,Razonamiento Estratégico: 1,Factualidad: 1,Coherencia Explicativa: 1,Claridad Lingüística: 1,Adaptabilidad: 1}","{Comprensión de Reglas: 1 - Movimiento ilegal.,Validez y Legalidad: 1 - Movimiento inválido.,Razonamiento Estratégico: 1 - Sin estrategia.,Factualidad: 1 - Información incorrecta.,Coherencia Explicativa: 1 - Explicación confusa.,Claridad Lingüística: 1 - Lenguaje confuso.,Adaptabilidad: 1 - No se adapta.}",2025-03-25T18:07:35.998000;,1.5189001001417637,0
9d140e58-09a3-11f0-924f-9cb6d0f8066e,google/gemini-2.0-flash-lite-preview-02-05,o,invalido,"{Comprensión de Reglas: 1,Validez y Legalidad: 1,Razonamiento Estratégico: 1,Factualidad: 1,Coherencia Explicativa: 1,Claridad Lingüística: 1,Adaptabilidad: 1}","{Comprensión de Reglas: 1 - Movimiento ilegal.,Validez y Legalidad: 1 - Movimiento inválido.,Razonamiento Estratégico: 1 - Sin estrategia.,Factualidad: 1 - Información incorrecta.,Coherencia Explicativa: 1 - Explicación confusa.,Claridad Lingüística: 1 - Lenguaje confuso.,Adaptabilidad: 1 - No se adapta.}",2025-03-25T18:07:44.262000;,1.2320266999304297,0
9d140e58-09a3-11f0-924f-9cb6d0f8066e,google/gemini-2.0-flash-lite-preview-02-05,o,derrota,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Movimiento válido.,Razonamiento Estratégico: 3 - Bloqueo estratégico.,Factualidad: 3 - Descripción correcta del tablero.,Coherencia Explicativa: 3 - Explicación lógica.,Claridad Lingüística: 3 - Lenguaje claro.,Adaptabilidad: 3 - Adaptación a la jugada del oponente.}",2025-03-25T18:07:50.516000;,2.464826599927619,1
25dd10ac-00f1-11f0-af13-005056c00003,mistralai/mistral-small-24b-instruct-2501,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Movimiento válido.,Razonamiento Estratégico: 2 - Estrategia simple.,Factualidad: 3 - Descripción correcta del tablero.,Coherencia Explicativa: 3 - Explicación lógica.,Claridad Lingüística: 3 - Lenguaje claro.,Adaptabilidad: 2 - Considera jugadas previas de forma básica.}",2025-03-14T16:27:03.717000;,2.9762266000034288,1
25dd10ac-00f1-11f0-af13-005056c00003,deepseek/deepseek-r1-distill-llama-70b,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Movimiento válido.,Razonamiento Estratégico: 2 - Estrategia simple.,Factualidad: 3 - Descripción correcta del tablero.,Coherencia Explicativa: 3 - Explicación lógica.,Claridad Lingüística: 3 - Lenguaje claro.,Adaptabilidad: 2 - Considera jugadas previas de forma básica.}",2025-03-14T16:27:20.504000;,14.191678699920883,1
25dd10ac-00f1-11f0-af13-005056c00003,mistralai/mistral-small-24b-instruct-2501,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 2,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 2 - Intento de bloquear filas/columnas.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 2 - Explicación clara pero básica.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 2 - Considera al oponente.}",2025-03-14T16:27:26.424000;,2.6086115000071004,1
25dd10ac-00f1-11f0-af13-005056c00003,deepseek/deepseek-r1-distill-llama-70b,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 2 - Bloquea una posible victoria del oponente.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 3 - Explicación lógica y completa.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 3 - Se adapta bien al movimiento anterior.}",2025-03-14T16:28:18.214000;,47.22339430009015,1
25dd10ac-00f1-11f0-af13-005056c00003,mistralai/mistral-small-24b-instruct-2501,x,invalido,"{Comprensión de Reglas: 1,Validez y Legalidad: 1,Razonamiento Estratégico: 1,Factualidad: 1,Coherencia Explicativa: 1,Claridad Lingüística: 1,Adaptabilidad: 1}","{Comprensión de Reglas: 1 - Intenta marcar una celda ocupada.,Validez y Legalidad: 1 - Movimiento inválido.,Razonamiento Estratégico: 1 - No hay razonamiento estratégico.,Factualidad: 1 - La explicación no se relaciona con el tablero.,Coherencia Explicativa: 1 - Explicación confusa.,Claridad Lingüística: 1 - Lenguaje poco claro.,Adaptabilidad: 1 - Ignora el estado del juego.}",2025-03-14T16:28:28.115000;,4.350104900076985,0
25dd10ac-00f1-11f0-af13-005056c00003,mistralai/mistral-small-24b-instruct-2501,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 2,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 2 - Bloquea potencial diagonal del oponente.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 2 - Explicación clara pero básica.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 2 - Considera al oponente.}",2025-03-14T16:28:39.214000;,4.642937200027518,1
25dd10ac-00f1-11f0-af13-005056c00003,deepseek/deepseek-r1-distill-llama-70b,o,invalido,"{Comprensión de Reglas: 1,Validez y Legalidad: 1,Razonamiento Estratégico: 1,Factualidad: 1,Coherencia Explicativa: 1,Claridad Lingüística: 1,Adaptabilidad: 1}","{Comprensión de Reglas: 1 - Intenta marcar una celda ocupada.,Validez y Legalidad: 1 - Movimiento inválido.,Razonamiento Estratégico: 1 - No hay razonamiento estratégico.,Factualidad: 1 - La explicación no se relaciona con el tablero.,Coherencia Explicativa: 1 - Explicación confusa.,Claridad Lingüística: 1 - Lenguaje poco claro.,Adaptabilidad: 1 - Ignora el estado del juego.}",2025-03-14T16:29:28.164000;,42.17754870001227,0
25dd10ac-00f1-11f0-af13-005056c00003,deepseek/deepseek-r1-distill-llama-70b,o,victoria,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 3 - Movimiento estratégico para ganar.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 3 - Explicación lógica y completa.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 3 - Se adapta bien al movimiento anterior.}",2025-03-14T16:30:09.599000;,36.35254730004817,1
7dc2bad6-00f0-11f0-8aa4-005056c00003,deepseek/deepseek-r1-distill-llama-70b,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 3 - Controla el centro del tablero.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 3 - Explicación lógica y completa.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 2 - No se adapta totalmente al oponente.}",2025-03-14T16:22:47.395000;,28.63720009999816,1
7dc2bad6-00f0-11f0-8aa4-005056c00003,mistralai/mistral-small-24b-instruct-2501,o,invalido,"{Comprensión de Reglas: 1,Validez y Legalidad: 1,Razonamiento Estratégico: 1,Factualidad: 1,Coherencia Explicativa: 1,Claridad Lingüística: 1,Adaptabilidad: 1}","{Comprensión de Reglas: 1 - Formato de movimiento incorrecto.,Validez y Legalidad: 1 - Movimiento inválido.,Razonamiento Estratégico: 1 - No hay razonamiento estratégico.,Factualidad: 1 - La explicación no se relaciona con el tablero.,Coherencia Explicativa: 1 - Explicación confusa.,Claridad Lingüística: 1 - Lenguaje poco claro.,Adaptabilidad: 1 - Ignora el estado del juego.}",2025-03-14T16:22:53.454000;,2.960942000034265,0
7dc2bad6-00f0-11f0-8aa4-005056c00003,mistralai/mistral-small-24b-instruct-2501,o,invalido,"{Comprensión de Reglas: 1,Validez y Legalidad: 1,Razonamiento Estratégico: 1,Factualidad: 1,Coherencia Explicativa: 1,Claridad Lingüística: 1,Adaptabilidad: 1}","{Comprensión de Reglas: 1 - Intenta marcar una celda ocupada.,Validez y Legalidad: 1 - Movimiento inválido.,Razonamiento Estratégico: 1 - No hay razonamiento estratégico.,Factualidad: 1 - La explicación no se relaciona con el tablero.,Coherencia Explicativa: 1 - Explicación confusa.,Claridad Lingüística: 1 - Lenguaje poco claro.,Adaptabilidad: 1 - Ignora el estado del juego.}",2025-03-14T16:23:06.155000;,5.006546799908392,0
7dc2bad6-00f0-11f0-8aa4-005056c00003,mistralai/mistral-small-24b-instruct-2501,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 2,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 2 - Crea oportunidades.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 2 - Explicación clara pero básica.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 2 - Considera al oponente.}",2025-03-14T16:23:14.858000;,5.169120800099336,1
7dc2bad6-00f0-11f0-8aa4-005056c00003,deepseek/deepseek-r1-distill-llama-70b,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 3 - Crea lineas potenciales.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 3 - Explicación lógica y completa.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 3 - Se adapta bien al movimiento anterior.}",2025-03-14T16:23:36.515000;,18.39719649998005,1
7dc2bad6-00f0-11f0-8aa4-005056c00003,mistralai/mistral-small-24b-instruct-2501,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 2,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 2 - Crea oportunidades.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 2 - Explicación clara pero básica.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 2 - Considera al oponente.}",2025-03-14T16:23:45.425000;,3.215828599990345,1
7dc2bad6-00f0-11f0-8aa4-005056c00003,deepseek/deepseek-r1-distill-llama-70b,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 3 - Bloquea al oponente.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 3 - Explicación lógica y completa.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 3 - Se adapta bien al movimiento anterior.}",2025-03-14T16:24:18.219000;,29.583042199956253,1
7dc2bad6-00f0-11f0-8aa4-005056c00003,mistralai/mistral-small-24b-instruct-2501,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 2,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 2 - Crea oportunidades.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 2 - Explicación clara pero básica.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 2 - Considera al oponente.}",2025-03-14T16:24:26.864000;,3.405920200049877,1
7dc2bad6-00f0-11f0-8aa4-005056c00003,deepseek/deepseek-r1-distill-llama-70b,x,victoria,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 3 - Gana el juego.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 3 - Explicación lógica y completa.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 3 - Se adapta bien al movimiento anterior.}",2025-03-14T16:25:15.674000;,44.88620330009144,1
41e388b8-00f9-11f0-ad15-005056c00003,meta-llama/llama-3.3-70b-instruct,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 2,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 2 - Intenta controlar el centro.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 2 - Explicación clara pero básica.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 2 - Considera al oponente.}",2025-03-14T17:25:06.347000;,3.1518271999666467,1
41e388b8-00f9-11f0-ad15-005056c00003,gpt-4o,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 3 - Controla el centro del tablero.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 3 - Explicación lógica y completa.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 3 - Se adapta bien al movimiento anterior.}",2025-03-14T17:25:14.831000;,4.538266799994744,1
41e388b8-00f9-11f0-ad15-005056c00003,meta-llama/llama-3.3-70b-instruct,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 2,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 2 - Crea una fila potencial.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 2 - Explicación clara pero básica.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 2 - Considera al oponente.}",2025-03-14T17:25:23.720000;,4.089972299989313,1
41e388b8-00f9-11f0-ad15-005056c00003,gpt-4o,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 3 - Bloquea la linea potencial del oponente.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 3 - Explicación lógica y completa.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 3 - Se adapta bien al movimiento anterior.}",2025-03-14T17:25:32.049000;,3.919940400053747,1
41e388b8-00f9-11f0-ad15-005056c00003,meta-llama/llama-3.3-70b-instruct,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 2,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - Movimiento legal.,Validez y Legalidad: 3 - Celda libre.,Razonamiento Estratégico: 2 - Bloquea la columna potencial del oponente.,Factualidad: 3 - La explicación coincide con el tablero.,Coherencia Explicativa: 2 - Explicación clara pero básica.,Claridad Lingüística: 3 - Lenguaje claro y correcto.,Adaptabilidad: 2 - Considera al oponente.}",2025-03-14T17:25:43.136000;,4.937898200005293,1
41e388b8-00f9-11f0-ad15-005056c00003,gpt-4o,o,victoria,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - El movimiento es completamente legal y respeta todas las reglas.,Validez y Legalidad: 3 - El movimiento es válido tras un análisis completo del tablero.,Razonamiento Estratégico: 3 - La justificación es clara y maximiza las chances de ganar.,Factualidad: 3 - La explicación se basa en los hechos concretos del tablero.,Coherencia Explicativa: 3 - La explicación es lógica y completa.,Claridad Lingüística: 3 - El lenguaje es preciso y fácil de entender.,Adaptabilidad: 3 - Se adapta a los movimientos del oponente y ajusta la estrategia.}",2025-03-14T17:25:51.582000;,4.438859399990179,1
7abc415f-00f6-11f0-bba3-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 2,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 2}","{Comprensión de Reglas: 3 - El movimiento es completamente legal y respeta todas las reglas.,Validez y Legalidad: 3 - El movimiento es válido tras un análisis completo del tablero.,Razonamiento Estratégico: 2 - Intento de estrategia,pero sin anticipación a largo plazo.,Factualidad: 3 - La explicación se basa en los hechos concretos del tablero.,Coherencia Explicativa: 3 - La explicación es lógica y completa.,Claridad Lingüística: 3 - El lenguaje es preciso y fácil de entender.,Adaptabilidad: 2 - Adaptación básica a la situación del juego.}",2025-03-14T17:05:14.895000;,3.759609500062652,1
7abc415f-00f6-11f0-bba3-005056c00003,qwen/qwen2.5-vl-72b-instruct,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - El movimiento es completamente legal y respeta todas las reglas.,Validez y Legalidad: 3 - El movimiento es válido tras un análisis completo del tablero.,Razonamiento Estratégico: 3 - La justificación es clara y maximiza las chances de ganar.,Factualidad: 3 - La explicación se basa en los hechos concretos del tablero.,Coherencia Explicativa: 3 - La explicación es lógica y completa.,Claridad Lingüística: 3 - El lenguaje es preciso y fácil de entender.,Adaptabilidad: 3 - Se adapta a los movimientos del oponente y ajusta la estrategia.}",2025-03-14T17:05:29.579000;,10.273996300064027,1
7abc415f-00f6-11f0-bba3-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - El movimiento es completamente legal y respeta todas las reglas.,Validez y Legalidad: 3 - El movimiento es válido tras un análisis completo del tablero.,Razonamiento Estratégico: 3 - La justificación es clara y maximiza las chances de ganar.,Factualidad: 3 - La explicación se basa en los hechos concretos del tablero.,Coherencia Explicativa: 3 - La explicación es lógica y completa.,Claridad Lingüística: 3 - El lenguaje es preciso y fácil de entender.,Adaptabilidad: 3 - Se adapta a los movimientos del oponente y ajusta la estrategia.}",2025-03-14T17:05:37.554000;,3.789397899992764,1
7abc415f-00f6-11f0-bba3-005056c00003,qwen/qwen2.5-vl-72b-instruct,o,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - El movimiento es completamente legal y respeta todas las reglas.,Validez y Legalidad: 3 - El movimiento es válido tras un análisis completo del tablero.,Razonamiento Estratégico: 3 - La justificación es clara y maximiza las chances de ganar.,Factualidad: 3 - La explicación se basa en los hechos concretos del tablero.,Coherencia Explicativa: 3 - La explicación es lógica y completa.,Claridad Lingüística: 3 - El lenguaje es preciso y fácil de entender.,Adaptabilidad: 3 - Se adapta a los movimientos del oponente y ajusta la estrategia.}",2025-03-14T17:05:47.214000;,5.8612486000638455,1
7abc415f-00f6-11f0-bba3-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct,x,en partida,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - El movimiento es completamente legal y respeta todas las reglas.,Validez y Legalidad: 3 - El movimiento es válido tras un análisis completo del tablero.,Razonamiento Estratégico: 3 - La justificación es clara y maximiza las chances de ganar.,Factualidad: 3 - La explicación se basa en los hechos concretos del tablero.,Coherencia Explicativa: 3 - La explicación es lógica y completa.,Claridad Lingüística: 3 - El lenguaje es preciso y fácil de entender.,Adaptabilidad: 3 - Se adapta a los movimientos del oponente y ajusta la estrategia.}",2025-03-14T17:05:58.450000;,4.501075300038792,1
7abc415f-00f6-11f0-bba3-005056c00003,qwen/qwen2.5-vl-72b-instruct,o,victoria,"{Comprensión de Reglas: 3,Validez y Legalidad: 3,Razonamiento Estratégico: 3,Factualidad: 3,Coherencia Explicativa: 3,Claridad Lingüística: 3,Adaptabilidad: 3}","{Comprensión de Reglas: 3 - El movimiento es completamente legal y respeta todas las reglas.,Validez y Legalidad: 3 - El movimiento es válido tras un análisis completo del tablero.,Razonamiento Estratégico: 3 - La justificación es clara y maximiza las chances de ganar.,Factualidad: 3 - La explicación se basa en los hechos concretos del tablero.,Coherencia Explicativa: 3 - La explicación es lógica y completa.,Claridad Lingüística: 3 - El lenguaje es preciso y fácil de entender.,Adaptabilidad: 3 - Se adapta a los movimientos del oponente y ajusta la estrategia.}",2025-03-14T17:06:18.648000;,13.251219999976456,1
7abc415f-00f6-11f0-bba3-005056c00003,nvidia/llama-3.1-nemotron-70b-instruct,x,invalido,"{Comprensión de Reglas: 1,Validez y Legalidad: 1,Razonamiento Estratégico: 1,Factualidad: 1,Coherencia Explicativa: 1,Claridad Lingüística: 1,Adaptabilidad: 1}","{Comprensión de Reglas: 1 - El movimiento intenta marcar una casilla ya ocupada.,Validez y Legalidad: 1 - Movimiento inválido por ocupar una casilla marcada.,Razonamiento Estratégico: 1 - No hay razonamiento estratégico,el movimiento es ilógico.,Factualidad: 1 - La explicación ignora el estado actual del tablero.,Coherencia Explicativa: 1 - La explicación es confusa y contradictoria.,Claridad Lingüística: 1 - El lenguaje es difícil de comprender.,Adaptabilidad: 1 - Ignora completamente los movimientos del oponente.}",2025-03-14T17:06:31.579000;,6.767837299965322,0
